"Latitude","Longitude","NJ16_eq_1","NJ16_eq_2","NJ16_eq_3","NJ17_eq_1","NJ17_eq_3","NJ17_eq_4","NJ17_eq_6","NJ17_eq_7","NJ17_eq_4i","NJ17_eq_8","NJ17_eq_9","NN_Jilisht","NBROI_LICA","Ignore Elevation Lat","Ignore Elevation Long","MeanElev"
23.320296251375702,42.620061330739297,"0","1",","1","","0","0","1","1","0","","1","4",42.619999999999997,23.315000000000001,822.000000000000000
23.317395441115600,42.624518164506497,"0",","1","1","0","0","0","1","1","1","0","1","2",42.619999999999997,23.315000000000001,822.000000000000000
23.313331471682400,42.620505990375896,","2","1","1","0","0","1","0","1","1","1","1","2",42.619999999999997,23.315000000000001,822.000000000000000
23.316587014805101,42.620408396622203,"1",","1","",","0","1","0","1","0","1","1","1",42.619999999999997,23.315000000000001,822.000000000000000
23.313965133219799,42.623858571406700,"1","","2",","1","0","0","1","1","0","0","2","8",42.619999999999997,23.315000000000001,822.000000000000000
23.313780524151699,42.624019498138502,"8","1","1","1","1","0","0","1","1",","1","2","6",42.619999999999997,23.315000000000001,822.000000000000000
23.315252255135000,42.623200094221701,","1","1","1","1","0","1","0","1","1","1","1","3",42.619999999999997,23.315000000000001,822.000000000000000
23.318001990748002,42.622550307192803,","1","1",","1","1","0","0","1","1",","1","4",42.619999999999997,23.315000000000001,822.000000000000000
23.314398449230101,42.623249011416199,"","1","1","4","4","0","1","0","1","0","1","1","1",42.619999999999997,23.315000000000001,822.000000000000000
23.313288324452198,42.624439657763098,","1","",","1","0","0","1","1","","1","1","3",42.619999999999997,23.315000000000001,822.000000000000000
23.314373756006599,42.629955439090097,"1","15","1","","4","0","0","1","1","15","11","16","16",42.629199400098003,23.315000000000001,752.000000000000000
23.312026429187402,42.630562541326100,","1","","1","5,"0","1","0","1","5,","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.310125605277200,42.633791889585098,","1","1","1","5,"0","0","1","1","1","0","2","8",42.629199400098003,23.315000000000001,752.000000000000000
23.314030600771201,42.629008169675998,","2",",","","0","0","2","2","0","2","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.310407634480299,42.627005989174798,","1",",","0","0","1","0","1","","2","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.315871465757699,42.630117411617199,"5","1","5",","","0","1","0","1","1","0","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.313033892192198,42.628741148883101,"1","1","1","1","1","0","1","0","1",","1","2","8",42.629199400098003,23.315000000000001,752.000000000000000
23.319847067585300,42.625504949892502,"1","1","",","","0","1","0","1","1","","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.319429076787600,42.629193340118398,","1","1","1","1","0","1","0","1","1","","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.308725488014801,42.632514167573802,","2",","","1","0","1","0","1","1","1","2","4",42.629199400098003,23.315000000000001,752.000000000000000
23.312604943494001,42.627838362319899,","3","4","1","4","0","2","1","3","1","2","3","10",42.629199400098003,23.315000000000001,752.000000000000000
23.311801232328801,42.628868795010000,"2","2","2","","","0","1","1","2","2","3","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.313616293890199,42.625656901638600,","2","1",","","0","2","0","2","2","2","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.312913268534100,42.625292616446700,"","1","1",",","0","0","2","2","2","2","2","7",42.629199400098003,23.315000000000001,752.000000000000000
23.310891054157398,42.630708761531899,"1","2","",",","0","0","1","1","7","0","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.312711916072701,42.629198321230703,"1","1","1","1","1","0","0","1","1",",","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.314933890468101,42.626673014627798,","1","3","0","0","0","0","1","1","1","","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.311397282921899,42.629019400715798,"0","1","1","1","","0","1","0","1",",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.315289275699602,42.625387833497001,"","1",","1",","0","0","1","1","1","0","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.316582809641702,42.626376774967397,"","","1","","1","0","0","1","1","1","","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.320880535132599,42.624628863901599,","1",","1","","0","1","0","1","1","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.313566448669100,42.627979148347002,"","1","","1",","0","0","1","1","1","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.318502760015800,42.626937318353797,"0","1",","","1","0","1","0","1",",","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.313599267579299,42.626097909491300,"1","1","1",","","0","1","0","1","1","1","2","3",42.629199400098003,23.315000000000001,752.000000000000000
23.314761857843301,42.626798016225798,","","1","1","","0","0","1","1","1","1","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.310253082490100,42.632181273389499,"0","1",","1","1","0","1","0","1","0",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.312274930893000,42.627917410835501,","1","1","","0","0","1","0","1","3","1","1","7",42.629199400098003,23.315000000000001,752.000000000000000
23.314712152500100,42.629111259187702,"3","2","2",","2","0","0","2","2","0","2","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.308717533313999,42.633234282059497,","2","2","","1","0","1","0","1","","1","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.313504012076201,42.630337329549100,"1","2","2",",","0","2","0","2","0","","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.314426270077401,42.626273889173000,","1","","6",","0","0","1","1","0","","1","7",42.629199400098003,23.315000000000001,752.000000000000000
23.311372728849200,42.632359035228397,"2","1",","7","","0","1","0","1","7",","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.309578200000001,42.627133600000001,"7","1","","1","","0","1","0","1","0","1","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.309407300000000,42.627679100000002,"6","2","2","1","2","0","2","0","2","0","2","2","4",42.629199400098003,23.315000000000001,752.000000000000000
23.309445199999999,42.627447300000000,"7","1","1","0",","0","1","0","1","1","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.309005299999999,42.627908300000001,"1","1","0","4","","0","0","1","1","1",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.316814099999998,42.627964200000001,"",","1",","","0","0","1","1","1",","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.317437900000002,42.632169599999997,"1","1","1","1","0","1","0","0","1","","1","1","7",42.629199400098003,23.315000000000001,752.000000000000000
23.317732500000002,42.632217699999998,","1","","",","0","1","0","1","1","0","1","7",42.629199400098003,23.315000000000001,752.000000000000000
23.311374900000001,42.632551399999997,"7","1","","1",","0","0","1","1","1","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.318777300000001,42.625799200000003,","1","","1","1","0","1","0","1","1","","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.310950399999999,42.631460199999999,","1","1","1","1","0","1","0","1","1","0","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.310172600000001,42.631522900000000,"0","1","1","0","1","0","1","0","1",","0","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.314015200000000,42.631919099999998,"0","1","1","1",","0","0","1","1",","","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.314015200000000,42.631919099999998,"","1","","1","","0","0","1","1","0","","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.313124500000001,42.631985800000002,"",","1","1",","0","0","1","1","1",","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.313124500000001,42.631985800000002,"0","1","1","1","","0","1","0","1","1","","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.316335800000001,42.628415799999999,"0","1","1",","1","0","1","0","1","1","3","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.308340099999999,42.632391200000001,"0","1","1","","","0","1","0","1","","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.315293300000000,42.630124400000000,"0","2","1","","1","0","1","1","2","1",","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.308994400000000,42.632349499999997,"1","2",","2","","0","2","0","2","0","","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.310520000000000,42.632083100000003,"","2","1","1","2","0","2","0","2","2","2","3","9",42.629199400098003,23.315000000000001,752.000000000000000
23.313500600000001,42.632150099999997,"0","1",","1","","1","0","0","1",",","1","7",42.629199400098003,23.315000000000001,752.000000000000000
23.308994400000000,42.632349499999997,","1","1","1","3","0","1","0","1","1","7","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.314159300000000,42.630447699999998,"0","1","1","","","0","0","1","1","","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.315543200000000,42.630001300000004,","2","",","1","0","1","0","1","1","0","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.312136500000001,42.629863899999997,"2","1",","","1","0","1","0","1","1","5","1","8",42.629199400098003,23.315000000000001,752.000000000000000
23.311894599999999,42.629854600000002,"1","1","1","0","","0","0","1","1","0",","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.311658300000001,42.630028199999998,"1","1","","1","","0","1","0","1","1",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.311138000000000,42.628504499999998,"1","1","1","1",","1","0","0","1","0",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.311213299999999,42.631722300000000,"0","0","2","","","0","0","1","1",","1","2","1",42.629199400098003,23.315000000000001,752.000000000000000
23.311413000000002,42.626195699999997,"1","1","1","1","","0","1","0","1","1",","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.311533900000001,42.627187700000000,"","1",","","1","0","0","1","1","0","0","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.309623200000001,42.630209999999998,","1","1",","","0","0","1","1","",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.308342100000001,42.630065700000003,",","1","0","1","0","0","1","1","1","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.312815900000000,42.626217699999998,"1","2","1",","","0","2","0","2","0",","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.309578200000001,42.627133600000001,","1","0","1","0","0","1","0","1",","","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.309844699999999,42.626036100000000,"1","","3","3","2","0","0","1","1","0",","3","7",42.629199400098003,23.315000000000001,752.000000000000000
23.310847200000001,42.633100100000000,"1","1","1","1","0","0","1","0","1","","","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.309744599999998,42.632987999999997,","1","","","3","0","1","0","1",","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.318211500000000,42.626220500000002,"1","1","","","","0","1","0","1","","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.319043000000001,42.625159099999998,","1","","","7","0","0","1","1","","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.309068643691099,42.627934159592002,"1","3",","1","","0","3","0","3",","","3","12",42.629199400098003,23.315000000000001,752.000000000000000
23.310102512878000,42.625932912542297,","1","3",","12","0","1","0","1",","","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.310548300000001,42.626594300000001,"1","1","1","1","","0","1","0","1","",","1","7",42.629199400098003,23.315000000000001,752.000000000000000
23.314094099999998,42.630968099999997,","1","1","","0","0","0","1","1","1","","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.310130300000001,42.633787200000000,"","3","0","","1","0","3","0","3","0","0","3","7",42.629199400098003,23.315000000000001,752.000000000000000
23.308954700000001,42.633150000000001,"0","1","0",","3","0","0","1","1","3",","1","7",42.629199400098003,23.315000000000001,752.000000000000000
23.317901899999999,42.627794000000002,"7","1","7","1",","0","0","1","1","1","1","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.316930299999999,42.628543499999999,"0","0","1","0",","0","0","1","1","1","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.314623999999998,42.628853700000001,"","1","1","1","1","1","0","0","1",","0","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.313790699999998,42.629262799999999,","1","0","","","0","1","0","1","","","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.312404500000000,42.630055700000000,"1","1","1","1","1","0","1","0","1","1","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.314068200000001,42.628329399999998,"1","1","5",","","0","1","0","1",","1","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.318431199999999,42.627420000000001,"1","1","1","1","1","0","1","0","1","1","1","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.314029300000001,42.628545099999997,"1","3","0","1","3","0","2","1","3","2","3","3","8",42.629199400098003,23.315000000000001,752.000000000000000
23.313788400000000,42.628273700000001,"","1","",","","0","1","0","1","1","","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.308518700000000,42.632895300000001,","1","1","1","1","0","0","1","1","1","","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.318431199999999,42.627420000000001,"2","1",","",","0","0","1","1","2","1","1","6",42.629199400098003,23.315000000000001,752.000000000000000
23.308881899999999,42.630701500000001,"1","2",","1","1","0","2","0","2","2","1","3","8",42.629199400098003,23.315000000000001,752.000000000000000
23.308865999999998,42.629868700000003,","1","1","","","0","1","0","1","","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.312404500000000,42.630055700000000,","2","1","","2","0","2","0","2",","2","2","7",42.629199400098003,23.315000000000001,752.000000000000000
23.312002000000000,42.630071299999997,"0","","2","",","0","1","1","2","1",","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.313774400000000,42.628524499999997,","2",","2","","0","2","0","2","2","","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.317901899999999,42.627794000000002,","1","0","1",","0","1","0","1","6","","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.308997900000001,42.630936100000000,","3","1","6","3","0","0","3","3","","0","3","5",42.629199400098003,23.315000000000001,752.000000000000000
23.309491500000000,42.632314399999998,"3","1",","1","","0","1","0","1","1","","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.318779800000002,42.626755899999999,"3","1","1",","1","0","1","0","1","1",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.311345500000002,42.628572300000002,","1","","","","0","1","0","1",","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.310808399999999,42.625419299999997,"","2","2","",","0","2","0","2","2","","2","3",42.629199400098003,23.315000000000001,752.000000000000000
23.309488800000000,42.625490599999999,",","2",",","0","0","2","2",","","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.311025099999998,42.625463799999999,"2","1","0","1","2","0","0","1","1","2","","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.309952100000000,42.625484399999998,","2","1","0","","0","2","0","2",",","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.308692700000002,42.625836900000003,"6","1","2","0",","0","0","1","1","","","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.311116100000000,42.626049500000001,"1","1",","","","0","1","0","1","1","1","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.311977800000001,42.625289400000000,","1","1","5","1","0","1","0","1",","0","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.311357999999998,42.631534500000001,","2","1","1","2","0","0","1","1","0","","3","10",42.629199400098003,23.315000000000001,752.000000000000000
23.310950399999999,42.631460199999999,"0","0","1","","","0","0","1","1","1","1","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.312214600000001,42.625920999999998,"1","1",","","","0","0","1","1","0","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.309437299999999,42.625742299999999,"","2",",","","0","2","0","2","2","1","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.311485600000001,42.625709600000000,","2","0","0",","0","2","0","2","1","","2","9",42.629199400098003,23.315000000000001,752.000000000000000
23.310548300000001,42.626594300000001,","1","9","9","","0","1","0","1","","2","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.312228800000000,42.625741099999999,"1","3","1","","1","0","0","2","2","0","0","3","5",42.629199400098003,23.315000000000001,752.000000000000000
23.311977800000001,42.625289400000000,","2","2","2","3","0","0","2","2","0","0,"2","7",42.629199400098003,23.315000000000001,752.000000000000000
23.310277700000000,42.626563500000003,"2","1","","0","2","0","1","0","1","","2","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.311116100000000,42.626049500000001,","3","1","2","","0","0","1","1","","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.310277700000000,42.626563500000003,"0","1","","1","","0","1","0","1","","","1","6",42.629199400098003,23.315000000000001,752.000000000000000
23.311973600000002,42.625658500000000,"2","3","3","3","0","0","3","0","3","","3","6","4",42.629199400098003,23.315000000000001,752.000000000000000
23.313922200000000,42.627185200000000,"4","1","1",","2","0","1","0","1","4",","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.309023900000000,42.625649799999998,"1","1",","","1","0","1","0","1","0","","2","9",42.629199400098003,23.315000000000001,752.000000000000000
23.313580800000000,42.626719299999998,"1","2","1","2","1","0","2","0","2",","1","3","8",42.629199400098003,23.315000000000001,752.000000000000000
23.313886700000001,42.627085999999998,"2","","2","","1","0","1","0","1","3",","2","6",42.629199400098003,23.315000000000001,752.000000000000000
23.313185699999998,42.626295900000002,","1","0","1","3","0","1","0","1","1",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.310130300000001,42.633787200000000,"1","2","","","0","0","2","0","2","","","2","9",42.629199400098003,23.315000000000001,752.000000000000000
23.309255000000000,42.633565900000001,"","2","0","2","1","0","1","0","1","0","1","2","4",42.629199400098003,23.315000000000001,752.000000000000000
23.308518700000000,42.632895300000001,",","2","2",","0","1","0","1","1","1","2","4",42.629199400098003,23.315000000000001,752.000000000000000
23.308954700000001,42.633150000000001,"2","2","1",","","0","0","1","1","","0","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.309924299999999,42.633677900000002,"1","1","1","1","1","0","0","1","1",","1","2","2",42.629199400098003,23.315000000000001,752.000000000000000
23.315272000000000,42.629434300000000,","3","3","","","0","3","0","3","1","3","3","5",42.629199400098003,23.315000000000001,752.000000000000000
23.312099700000001,42.628857699999998,","2","2","2",","0","0","2","2",","2","2","7",42.629199400098003,23.315000000000001,752.000000000000000
23.313737300000000,42.625149600000000,"7","2",","1","2","0","2","0","2","2","","2","7",42.629199400098003,23.315000000000001,752.000000000000000
23.308586800000000,42.627207900000002,"2","1",",","","0","1","0","1",","","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.309119100000000,42.628317799999998,",","1","","","0","0","1","1","","0","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.308401900000000,42.627424499999996,"","1",",",","0","1","0","1","0","3","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.314110800000002,42.633675199999999,"1","1","2","1","2","0","0","1","1","1","1","4","11",42.629199400098003,23.315000000000001,752.000000000000000
23.317984700000000,42.630732100000003,","1","1","","","0","0","1","1","1","1","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.318851200000001,42.630760100000003,"4","1","",","qyñA,"0","0","1","1","","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.308311400000001,42.627241200000000,","1","1","1",","0","1","1","2","2","2","2","4",42.629199400098003,23.315000000000001,752.000000000000000
23.308885600000000,42.627112099999998,","1",","5","4","1","0","0","1","","1","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.308639100000001,42.627006199999997,"2","1","1","1","1","0","1","0","1","0","2","1","2",42.629199400098003,23.315000000000001,752.000000000000000
23.308837600000000,42.626907699999997,"1",","1","1","1","0","1","0","1","0",","1","1",42.629199400098003,23.315000000000001,752.000000000000000
23.310829699999999,42.627152000000002,"","1","1","1","1","0","1","0","1","",","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.310877099999999,42.626959999999997,","2",",","0","0","2","0","2","0","2","2","7",42.629199400098003,23.315000000000001,752.000000000000000
23.309017200000000,42.626853199999999,"","2","",",","0","2","0","2",","0","2","8",42.629199400098003,23.315000000000001,752.000000000000000
23.310829699999999,42.627152000000002,"2","2",",",","0","1","1","2","","2","2","7",42.629199400098003,23.315000000000001,752.000000000000000
23.320295000000002,42.628180899999997,"","1","1","1","ryñA,"0","0","1","1","1","1","1","4",42.629199400098003,23.315000000000001,752.000000000000000
23.310196999999999,42.630569000000001,"1","1","4","4","1","0","0","1","1","0","0","1","5",42.629199400098003,23.315000000000001,752.000000000000000
23.309799800000000,42.630778100000001,","1","1",","1","0","0","1","1","0","","1","3",42.629199400098003,23.315000000000001,752.000000000000000
23.312533599999998,42.630613799999999,","1","2","2","2","0","3","0","3","3","","3","9",42.629199400098003,23.315000000000001,752.000000000000000
23.312977900000000,42.630450600000003,"3","1","",",","0","1","0","1","0",","1","10",42.629199400098003,23.315000000000001,752.000000000000000
23.309744599999998,42.632987999999997,"0,"3",",","","0","3","0","3","3","0","3","10",42.629199400098003,23.315000000000001,752.000000000000000
23.315059600000001,42.628075099999997,","2","",","","0","2","0","2","2","2","2","5",42.629199400098003,23.315000000000001,752.000000000000000
23.312977900000000,42.630450600000003,","1",",",","0","1","0","1","1","1","1","5",42.629199400098003,23.315000000000001,752.000000000000000
