id,start date,type,district,locality,address,Filter the word Street,Latitude,Longitude,Validate Geolocation,Ignore_Lat,Ignore_Lon,AvgElev
"173",11.4.2016,non-residential,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"176",12.4.2016,non-residential,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"264",10.6.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"299",07.7.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"321",21.7.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"380",24.8.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"397",31.8.2016,small housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"411",14.9.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"415",16.9.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"437",30.9.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"446",04.10.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"458",12.10.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"474",24.10.2016,big housing,TRIADITSA,KRASTOVA VADA,,,42.6494732,23.3110698,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"484",27.10.2016,big housing,TRIADITSA,KRASTOVA VADA,street EMILIYAN STANEV 48A,street,42.6512881,23.3104126,Pass,42.647598200293999,23.315000000000001,634.000000000000000
"111",25.1.2016,non-residential,MLADOST,MLADOST 1A,,,42.6490719,23.3832947,Pass,42.647598200293999,23.382857142856999,607.000000000000000
"150",17.3.2016,infrastructure,MLADOST,,street ANDREY SAHAROV,street,42.6507505,23.3766601,Pass,42.647598200293999,23.382857142856999,607.000000000000000
"272",16.6.2016,big housing,MLADOST,MLADOST 1A,,,42.6490719,23.3832947,Pass,42.647598200293999,23.382857142856999,607.000000000000000
"204",27.4.2016,non-residential,STUDENTSKI,MLADOST 1A,,,42.6490719,23.3832947,Pass,42.647598200293999,23.382857142856999,607.000000000000000
"294",01.7.2016,infrastructure,ISKAR,TSARIGRADSKO SHOSE 7-MI - 11-TI KM,,,42.6517985,23.3917943,Pass,42.647598200293999,23.396428571428999,590.000000000000000
"473",21.10.2016,infrastructure,MLADOST,,street TSARIGRADSKO SHOSE,street,42.6517985,23.3917943,Pass,42.647598200293999,23.396428571428999,590.000000000000000
"131",26.2.2016,non-residential,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,,,42.6590302,23.2872154,Pass,42.656797600392999,23.287857142857000,622.000000000000000
"230",17.5.2016,small housing,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,,,42.6590302,23.2872154,Pass,42.656797600392999,23.287857142857000,622.000000000000000
"371",18.8.2016,non-residential,LOZENETS,HLADILNIKA VITOSHA,PROMISHLENA ZONA HLADILNIKA,PROMISHLENA,42.6599521,23.3219023,Pass,42.656797600392999,23.328571428570999,601.000000000000000
"319",20.7.2016,non-residential,LOZENETS,DRAGALEVSKA SPIRKA,street HENRIH IBSEN 13,street,42.6588767,23.3148386,Pass,42.656797600392999,23.315000000000001,603.000000000000000
"422",20.9.2016,non-residential,LOZENETS,HLADILNIKA VITOSHA,,,42.6609037,23.3147623,Pass,42.656797600392999,23.315000000000001,603.000000000000000
"447",04.10.2016,non-residential,LOZENETS,"HLADILNIKA - VITOSHA; CHAST SEVER",,,42.6609037,23.3147623,Pass,42.656797600392999,23.315000000000001,603.000000000000000
"189",20.4.2016,non-residential,MLADOST,MLADOST 1,,,42.6549083,23.3724167,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"190",21.4.2016,big housing,MLADOST,MLADOST 1,,,42.6549083,23.3724167,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"228",17.5.2016,small housing,MLADOST,MLADOST 1,,,42.6549083,23.3724167,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"324",25.7.2016,big housing,MLADOST,MLADOST 1,,,42.6549083,23.3724167,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"460",12.10.2016,infrastructure,MLADOST,MLADOST 1,,,42.6549083,23.3724167,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"198",27.4.2016,big housing,STUDENTSKI,DARVENITSA,,,42.6555338,23.3641039,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"199",27.4.2016,big housing,STUDENTSKI,MLADOST 1,,,42.6549083,23.3724167,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"310",14.7.2016,non-residential,STUDENTSKI,MLADOST 1,,,42.6549083,23.3724167,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"338",01.8.2016,big housing,STUDENTSKI,DARVENITSA,,,42.6555338,23.3641039,Pass,42.656797600392999,23.369285714286001,585.000000000000000
"119",05.2.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"143",12.3.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"253",03.6.2016,non-residential,STUDENTSKI,STUDENSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"255",07.6.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"287",28.6.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"300",11.7.2016,big housing,STUDENTSKI,,STUDENTSKI GRAD,STUDENTSKI,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"316",18.7.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"329",27.7.2016,big housing,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"347",04.8.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,,,42.6541867,23.3514271,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"354",11.8.2016,non-residential,STUDENTSKI,STUDENTSKI GRAD,"STUDENTSKI GRAD; block 5",STUDENTSKI,42.6594353,23.3510723,Pass,42.656797600392999,23.355714285714001,598.000000000000000
"288",28.6.2016,small housing,SLATINA,SLATINA - YUG,street PROF. TSVETAN LAZAROV,street,42.6604494,23.3919844,Pass,42.656797600392999,23.396428571428999,549.000000000000000
"125",11.2.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"135",02.3.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"137",07.3.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"148",17.3.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"149",17.3.2016,big housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"177",14.4.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"206",28.4.2016,non-residential,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"225",16.5.2016,big housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"262",09.6.2016,infrastructure,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"263",09.6.2016,small housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"340",02.8.2016,big housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"364",16.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"370",18.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"381",25.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"405",08.9.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,,,42.6623405,23.2673632,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"430",27.9.2016,small housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"471",19.10.2016,small housing,VITOSHA,TSAR BORIS III,,,42.6652466,23.2598648,Pass,42.665997000490997,23.260714285713998,614.000000000000000
"129",19.2.2016,big housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass,42.665997000490997,23.247142857143000,631.000000000000000
"360",11.8.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass,42.665997000490997,23.247142857143000,631.000000000000000
"368",18.8.2016,big housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass,42.665997000490997,23.247142857143000,631.000000000000000
"426",21.9.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass,42.665997000490997,23.247142857143000,631.000000000000000
"432",28.9.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass,42.665997000490997,23.247142857143000,631.000000000000000
"468",18.10.2016,small housing,VITOSHA,KARPUZITSA,,,42.6674778,23.2488129,Pass,42.665997000490997,23.247142857143000,631.000000000000000
"285",28.6.2016,big housing,KRASNO SELO,BOROVO,,,42.6696053,23.2877825,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"180",15.4.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"200",27.4.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"217",12.5.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"222",13.5.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"231",18.5.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"239",25.5.2016,non-residential,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"261",09.6.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"273",16.6.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"317",19.7.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"332",28.7.2016,small housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"335",29.7.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"349",09.8.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"425",21.9.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"485",27.10.2016,big housing,VITOSHA,MANASTIRSKI LIVADI-ZAPAD,,,42.6700068,23.2878249,Pass,42.665997000490997,23.287857142857000,597.000000000000000
"164",30.3.2016,big housing,KRASNO SELO,BAKSTON - SEVER,,,42.6702005,23.2741463,Pass,42.665997000490997,23.274285714285998,612.000000000000000
"385",26.8.2016,big housing,KRASNO SELO,BAKSTON - SEVER,,,42.6702005,23.2741463,Pass,42.665997000490997,23.274285714285998,612.000000000000000
"214",11.5.2016,infrastructure,TRIADITSA,,"street BALGARIYA; KABLESHKOV",street,42.668079,23.2795717,Pass,42.665997000490997,23.274285714285998,612.000000000000000
"369",18.8.2016,big housing,VITOSHA,PAVLOVO - BAKSTON,street SIMEON RADEV 4,street,42.6686304,23.2724992,Pass,42.665997000490997,23.274285714285998,612.000000000000000
"308",14.7.2016,big housing,TRIADITSA,ZHIL. GRUPA YUZHEN PARK,,,42.6692151,23.3126592,Pass,42.665997000490997,23.315000000000001,619.000000000000000
"465",13.10.2016,small housing,TRIADITSA,LOZENETS-ZHIL. GRUPA - YUZHEN PARK,,,42.6692151,23.3126592,Pass,42.665997000490997,23.315000000000001,619.000000000000000
"114",02.2.2016,big housing,IZGREV,DIANABAD,street TINTYAVA,street,42.6674173,23.3536654,Pass,42.665997000490997,23.355714285714001,563.000000000000000
"452",07.10.2016,infrastructure,IZGREV,IZTOK-IZTOK,street TINTYAVA,street,42.6674173,23.3536654,Pass,42.665997000490997,23.355714285714001,563.000000000000000
"116",04.2.2016,big housing,IZGREV,DIANABAD,,,42.6639561,23.3466107,Pass,42.665997000490997,23.342142857142999,583.000000000000000
"373",22.8.2016,infrastructure,IZGREV,DIANABAD,,,42.6639561,23.3466107,Pass,42.665997000490997,23.342142857142999,583.000000000000000
"289",28.6.2016,small housing,STUDENTSKI,PARK VARTOPO,,,42.6642653,23.3703232,Pass,42.665997000490997,23.369285714286001,561.000000000000000
"242",27.5.2016,non-residential,ISKAR,DRUZHBA 1,,,42.669322,23.3920097,Pass,42.665997000490997,23.396428571428999,550.000000000000000
"181",15.4.2016,big housing,OVCHA KUPEL,GORNA BANYA,street ROZA,street,42.6775905,23.2315759,Pass,42.675196400589002,23.233571428571000,699.000000000000000
"223",13.5.2016,infrastructure,OVCHA KUPEL,GORNA BANYA,street PLANINITSA,street,42.6765949,23.2387561,Pass,42.675196400589002,23.233571428571000,699.000000000000000
"276",20.6.2016,small housing,OVCHA KUPEL,GORNA BANYA,,,42.6791745,23.2376816,Pass,42.675196400589002,23.233571428571000,699.000000000000000
"322",21.7.2016,small housing,OVCHA KUPEL,GORNA BANYA,"street IZVOR 14; GORNA BANYA",street,42.6791745,23.2376816,Pass,42.675196400589002,23.233571428571000,699.000000000000000
"341",02.8.2016,big housing,OVCHA KUPEL,GORNA BANYA,"street LOTOS; GORNA BANYA",street,42.6796683,23.2386472,Pass,42.675196400589002,23.233571428571000,699.000000000000000
"398",31.8.2016,small housing,OVCHA KUPEL,GORNA BANYA,,,42.6791745,23.2376816,Pass,42.675196400589002,23.233571428571000,699.000000000000000
"459",12.10.2016,big housing,OVCHA KUPEL,PODLOZISHTE - GORNA BANYA - RAZSHIRENIE,"street 756 7; GORNA BANYA",street,42.6791745,23.2376816,Pass,42.675196400589002,23.233571428571000,699.000000000000000
"280",23.6.2016,big housing,OVCHA KUPEL,OVCHA KUPEL,street BORYANA 41,street,42.6739454,23.2579387,Pass,42.675196400589002,23.260714285713998,608.000000000000000
"306",13.7.2016,big housing,OVCHA KUPEL,OVCHA KUPEL,street LYUBLYANA 21,street,42.6737451,23.2636596,Pass,42.675196400589002,23.260714285713998,608.000000000000000
"384",25.8.2016,small housing,OVCHA KUPEL,OVCHA KUPEL,street NARODNO HORO,street,42.6781458,23.2602168,Pass,42.675196400589002,23.260714285713998,608.000000000000000
"478",26.10.2016,big housing,OVCHA KUPEL,OVCHA KUPEL,street NARODNO HORO,street,42.6781458,23.2602168,Pass,42.675196400589002,23.260714285713998,608.000000000000000
"479",26.10.2016,infrastructure,SREDETS,,street LEONAR DA VINCHI 5,street,42.6791235,23.2585014,FIXED,42.675196400589002,23.260714285713998,608.000000000000000
"259",08.6.2016,big housing,OVCHA KUPEL,OVCHA KUPEL,street 694,street,42.6734757,23.249526,FIXED,42.675196400589002,23.247142857143000,654.000000000000000
"312",14.7.2016,small housing,OVCHA KUPEL,GORNA BANYA,street INZH. BORISLAV OGOYSKI,street,42.6769177,23.2435645,Pass,42.675196400589002,23.247142857143000,654.000000000000000
"345",04.8.2016,big housing,KRASNO SELO,BELI BREZI,street SMARCH,street,42.6767832,23.2921437,Pass,42.675196400589002,23.287857142857000,590.000000000000000
"362",12.8.2016,non-residential,KRASNO SELO,TSAR BORIS III,,,42.6780979,23.2840553,Pass,42.675196400589002,23.287857142857000,590.000000000000000
"268",14.6.2016,non-residential,KRASNO SELO,KRASNO SELO - PLAVATELEN KANAL,street PCHELA 21,street,42.6729742,23.2803168,Pass,42.675196400589002,23.274285714285998,592.000000000000000
"386",26.8.2016,non-residential,KRASNO SELO,KRASNO SELO - PLAVATELEN KANAL - SEVER,street PCHELA 21,street,42.6729742,23.2803168,Pass,42.675196400589002,23.274285714285998,592.000000000000000
"126",16.2.2016,big housing,OVCHA KUPEL,OVCHA KUPEL,"street 683; OVCHA KUPEL",street,42.6786137,23.2687006,Pass,42.675196400589002,23.274285714285998,592.000000000000000
"232",18.5.2016,infrastructure,LOZENETS,LOZENETS 3,,,42.6757759,23.3212093,FIXED,42.675196400589002,23.315000000000001,570.000000000000000
"133",02.3.2016,big housing,TRIADITSA,IV. VAZOV,street VITOSHA 119,street,42.6765141,23.3099313,Pass,42.675196400589002,23.315000000000001,570.000000000000000
"243",27.5.2016,non-residential,TRIADITSA,YUZHEN PARK 2,,,42.6706833,23.3126013,Pass,42.675196400589002,23.315000000000001,570.000000000000000
"402",02.9.2016,small housing,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,street LUI AYER 146,street,42.677222,23.308889,Pass,42.675196400589002,23.315000000000001,570.000000000000000
"466",14.10.2016,small housing,TRIADITSA,MANASTIRSKI LIVADI-IZTOK,street TOR DZHEBAROV,street,42.677222,23.308889,Pass,42.675196400589002,23.315000000000001,570.000000000000000
"188",20.4.2016,infrastructure,KRASNO SELO,BELI BREZI,,,42.6773129,23.2973161,Pass,42.675196400589002,23.301428571429000,578.000000000000000
"141",11.3.2016,non-residential,TRIADITSA,KRASNO SELO - STRELBISHTE URB. BLOK 32,,,42.6742188,23.2988453,Pass,42.675196400589002,23.301428571429000,578.000000000000000
"399",01.9.2016,big housing,TRIADITSA,KRASNO SELO - STRELBISHTE URB. BL. 32,,,42.6742188,23.2988453,Pass,42.675196400589002,23.301428571429000,578.000000000000000
"216",12.5.2016,big housing,IZGREV,IZTOK-IZTOK,street F. ZH. KYURI 11,street,42.6730385,23.3521317,FIXED,42.675196400589002,23.355714285714001,572.000000000000000
"207",03.5.2016,big housing,IZGREV,IZTOK - YUG,,,42.6711674,23.3564002,Pass,42.675196400589002,23.355714285714001,572.000000000000000
"342",02.8.2016,infrastructure,IZGREV,IZTOK - YUG,,,42.6711674,23.3564002,Pass,42.675196400589002,23.355714285714001,572.000000000000000
"120",05.2.2016,infrastructure,MLADOST,"IZTOK; KARO",,,42.6711674,23.3564002,Pass,42.675196400589002,23.355714285714001,572.000000000000000
"410",13.9.2016,big housing,IZGREV,IZTOK - YUG,street NIKOLA MIRCHEV 25,street,42.6721242,23.3477504,Pass,42.675196400589002,23.342142857142999,615.000000000000000
"434",29.9.2016,small housing,IZGREV,IZTOK - YUG,street NIKOLA MIRCHEV 25,street,42.6721242,23.3477504,Pass,42.675196400589002,23.342142857142999,615.000000000000000
"162",28.3.2016,non-residential,SLATINA,KOMPLEKS BAN IV KM.,,,42.6756376,23.3660331,Pass,42.675196400589002,23.369285714286001,559.000000000000000
"197",27.4.2016,big housing,SLATINA,GEO MILEV-PODUENE-REDUTA,,,42.6790219,23.3632074,Pass,42.675196400589002,23.369285714286001,559.000000000000000
"350",09.8.2016,non-residential,SLATINA,GEO MILEV,,,42.6790219,23.3632074,Pass,42.675196400589002,23.369285714286001,559.000000000000000
"421",20.9.2016,big housing,SLATINA,HRISTO SMIRNENSKI-SLATINA,,,42.6778588,23.3680998,Pass,42.675196400589002,23.369285714286001,559.000000000000000
"257",07.6.2016,small housing,OVCHA KUPEL,GORNA BANYA,street 754,street,42.6802258,23.2293984,FIXED,42.684395800687000,23.233571428571000,662.000000000000000
"271",15.6.2016,big housing,OVCHA KUPEL,GORNA BANYA,street 754 17,street,42.6807316,23.2285565,FIXED,42.684395800687000,23.233571428571000,662.000000000000000
"363",15.8.2016,non-residential,OVCHA KUPEL,OVCHA KUPEL,street MESECHINKA 7,street,42.688676,23.2658757,Pass,42.684395800687000,23.260714285713998,592.000000000000000
"393",30.8.2016,small housing,OVCHA KUPEL,OVCHA KUPEL,street MESECHINKA,street,42.6884327,23.2664185,Pass,42.684395800687000,23.260714285713998,592.000000000000000
"146",16.3.2016,infrastructure,OVCHA KUPEL,OVCHA KUPEL 1,"street PROMISHLENA; OVCHA KUPEL - 1",street,42.6847851,23.2505591,Pass,42.684395800687000,23.247142857143000,631.000000000000000
"302",11.7.2016,infrastructure,OVCHA KUPEL,OVCHA KUPEL 2,,,42.683056,23.243056,Pass,42.684395800687000,23.247142857143000,631.000000000000000
"366",16.8.2016,non-residential,OVCHA KUPEL,OVCHA KUPEL,street NIKOLA PETKOV 76,street,42.683056,23.243056,Pass,42.684395800687000,23.247142857143000,631.000000000000000
"403",02.9.2016,small housing,OVCHA KUPEL,GORNA BANYA,street NIKOLA PETKOV 89,street,42.683056,23.243056,Pass,42.684395800687000,23.247142857143000,631.000000000000000
"461",12.10.2016,non-residential,OVCHA KUPEL,OVCHA KUPEL,,,42.683056,23.243056,Pass,42.684395800687000,23.247142857143000,631.000000000000000
"472",20.10.2016,small housing,OVCHA KUPEL,GORNA BANYA,"street 758; GORNA BANYA",street,42.683056,23.243056,Pass,42.684395800687000,23.247142857143000,631.000000000000000
"210",09.5.2016,big housing,KRASNO SELO,HIPODRUMA,,,42.6800708,23.2932839,Pass,42.684395800687000,23.287857142857000,593.000000000000000
