X,Y,NJ16_eq_1,NJ16_eq_2,NJ16_eq_3,NJ17_eq_1,NJ17_eq_3,NJ17_eq_4,NJ17_eq_6,NJ17_eq_7,NJ17_eq_4i,NJ17_eq_8,NJ17_eq_9,NN_Jilisht,NBROI_LICA
23.3852698,42.6929136,,,1,,,0,1,0,1,,,1,3
23.3846262,42.693131,,,1,,,0,0,1,1,,,1,3
23.3848767,42.6932983,,,2,,,0,2,0,2,,,2,7
23.3848767,42.6932983,,,1,,,0,1,0,1,,,1,3
23.385521,42.6934359,,,2,,,0,2,0,2,,,2,4
23.3852698,42.6929136,,,1,,,0,1,0,1,,,1,2
23.3852698,42.6929136,,,1,,,0,1,0,1,,,1,2
23.3852698,42.6929136,,,1,,,0,1,0,1,,,1,4
23.243893034806,42.6666912816197,6,29,32,1,54,0,0,4,4,,5,67,182
23.3764868,42.6927051,,1,1,,1,0,1,0,1,,,2,5
23.3583835,42.6957055,,3,3,,4,0,1,0,1,,,6,17
23.2414228670618,42.7806396555468,,2,,,,0,0,2,2,,,2,5
23.248105532184,42.7767498344181,,,1,,,0,1,0,1,,,1,1
23.3764868,42.6927051,,1,,,,0,1,0,1,,,1,6
23.2483487346468,42.7727996142546,,2,,,,0,2,0,2,,,2,5
23.3764868,42.6927051,,1,,,,0,1,0,1,,,1,1
23.3095984293906,42.7896489588521,,,1,,,0,1,0,1,,,1,2
23.3855186,42.6926815,,,1,,,0,0,1,1,,,1,6
23.3835202,42.694043,,,2,,,0,2,0,2,,,2,5
23.3835202,42.694043,,,2,,1,0,1,0,1,,,2,6
23.4311302033575,42.7581699590546,,1,,,,0,1,0,1,,,1,3
23.3835202,42.694043,,,1,,,0,1,0,1,,,1,4
23.4037338846464,42.7692202995029,,1,,,,0,0,1,1,,,1,5
23.3833736,42.6940783,,,1,,,0,0,1,1,,,1,4
23.4352174818262,42.7533381043702,,1,,,,0,1,0,1,,,1,4
23.3034207195158,42.7945086249399,,1,1,,1,0,1,0,1,,,2,7
23.3855186,42.6926815,,,1,,,0,1,0,1,,,1,4
23.283895935582,42.8225011073522,,2,,,,0,0,1,1,1,,2,5
23.3855186,42.6926815,,,1,,,0,1,0,1,,,1,4
23.3821199,42.6855412,,1,,,,0,1,0,1,,,1,5
23.2356264063969,42.6703813583165,,,1,,,0,0,1,1,,,1,3
23.3793638,42.6887464,,1,,,,0,1,0,1,,,1,4
23.3793638,42.6887464,,,1,,,0,0,1,1,,,1,1
23.3793638,42.6887464,,,1,,,0,0,1,1,,,1,7
23.3807755,42.6869923,,1,,,,0,1,0,1,,,1,2
23.2704637966422,42.8510601308043,,,1,,,0,0,1,1,,,1,1
23.3794377,42.6886289,,,1,,,0,0,1,1,,,1,4
23.2808873012917,42.8183054525985,,1,,,,0,1,0,1,,,1,5
23.3817873,42.6855998,,,1,,,0,1,0,1,,,1,7
23.4074452291093,42.6241630745373,,,1,,,0,1,0,1,,,1,3
23.3184247950707,42.8452519173385,,2,,,,0,2,0,2,,,2,4
23.3793638,42.6887464,,,2,,,0,2,0,2,,,2,4
23.3943693911081,42.7848525556112,,1,,,,0,0,1,1,,,1,3
23.3804086,42.6869714,,,1,,,0,1,0,1,,,1,5
23.3804086,42.6869714,,,1,,,0,1,0,1,,,1,6
23.2360461196539,42.6530102033473,,1,,,,0,0,1,1,,,1,2
23.3807755,42.6869923,,1,,,,0,1,0,1,,,1,1
23.2543281869763,42.8132298983719,,,1,,,0,0,1,1,,,1,1
23.3820802,42.6858561,,,1,,,0,1,0,1,,,1,4
23.3663095057787,42.6826729515231,,1,1,,,0,1,0,1,,1,2,3
23.3820802,42.6858561,,,1,,,0,1,0,1,,,1,4
23.3642836,42.690098,,2,1,,,0,2,0,2,,1,3,7
23.3772537959081,42.7071733115214,,1,,,,0,1,0,1,,,1,4
23.3753023,42.6956987,,1,,,,0,1,0,1,,,1,2
23.3753023,42.6956987,,1,,,,0,0,1,1,,,1,4
23.3824563,42.6853993,,,1,,,0,1,0,1,,,1,1
23.2460514517967,42.6596658813536,,,1,,,0,0,1,1,,,1,1
23.3591877,42.695108,,1,,,,0,1,0,1,,,1,2
23.2436003948245,42.6592194987659,,1,4,,,0,1,0,1,,4,5,3
23.3591877,42.695108,,1,1,,1,0,0,1,1,,,2,5
23.3642836,42.690098,,1,,,,0,0,1,1,,,1,3
23.2571846844695,42.6649956882034,,,1,,,0,1,0,1,,,1,2
23.3825224,42.6854451,,,1,,,0,1,0,1,,,1,1
23.2506093260027,42.6701471117701,1,1,,,1,0,0,1,1,,,2,4
23.3821199,42.6855412,,,1,,,0,1,0,1,,,1,6
23.3824563,42.6853993,,,1,,,0,1,0,1,,,1,4
23.3824563,42.6853993,,,1,,,0,0,1,1,,,1,1
23.3824563,42.6853993,,,1,,,0,1,0,1,,,1,6
23.2317578844305,42.6774491159887,,2,1,,1,0,1,1,2,,,3,12
23.3824188,42.686164,,,1,,,0,1,0,1,,,1,2
23.3175472769521,42.7022248077121,,3,13,,8,0,1,0,1,,6,16,24
23.3297941,42.7065136,,,2,,,0,1,0,1,,1,2,5
23.3143737560066,42.6299554390901,1,15,,,4,0,0,1,1,,11,16,16
23.3223074142774,42.7033332459579,,2,,,,0,0,2,2,,,2,5
23.385714714879,42.704473292371,,,2,,1,0,1,0,1,,,2,4
23.3296825,42.7062459,,1,1,,1,0,1,0,1,,,2,9
23.372691718904,42.7044478744242,,1,,,,0,0,1,1,,,1,2
23.3329085,42.7216244,,,1,,,0,0,1,1,,,1,1
23.3785517540374,42.7055329779203,,2,,,,0,2,0,2,,,2,6
23.3847452051466,42.698814843146,,,1,,,0,0,1,1,,,1,4
23.3323115,42.7217727,,1,,,,0,0,1,1,,,1,1
23.3424796,42.7280974,,,1,,,0,1,0,1,,,1,1
23.3738078076391,42.7063443862932,,1,,,,0,1,0,1,,,1,4
23.3296825,42.7062459,,,3,,1,0,1,0,1,,1,3,7
23.3610800655669,42.6905477419684,,4,2,,1,0,2,0,2,3,,6,14
23.39077260464,42.7089832372548,,2,,,,0,0,2,2,,,2,7
23.3329085,42.7216244,1,,,,,0,0,1,1,,,1,4
23.3336511,42.7213999,,1,,,,0,1,0,1,,,1,2
23.3336511,42.7213999,,,1,,,0,0,1,1,,,1,1
23.3331266,42.7215344,1,,,,,0,0,1,1,,,1,1
23.3577684527291,42.6945621611687,1,1,,,,0,0,1,1,,1,2,8
23.3329085,42.7216244,,1,,,,0,1,0,1,,,1,5
23.3293883,42.7543675,,8,4,,6,0,2,0,2,,4,12,19
23.2952712107512,42.634232766424,,1,,,,1,0,0,1,,,1,4
23.2677762,42.7406247,,1,,,,0,1,0,1,,,1,2
23.3450177,42.7154373,,,1,,,0,0,1,1,,,1,1
23.3450177,42.7154373,,,1,,,0,0,1,1,,,1,1
23.3395603,42.7225903,,1,,,,0,1,0,1,,,1,2
23.3721224292304,42.6773036762358,,1,,,,0,0,1,1,,,1,5
23.3365138,42.7233093,,1,2,,,0,2,0,2,,1,3,6
23.3365138,42.7233093,,1,1,,,0,2,0,2,,,2,6
23.3530116562694,42.6872438106215,8,1,,7,,1,0,0,1,,1,9,19
23.3344423,42.7214069,,,1,,,0,1,0,1,,,1,2
23.3313038,42.7222219,,1,,,,0,0,1,1,,,1,5
23.4305965899327,42.6734226258924,,1,,,,0,0,1,1,,,1,2
23.3495324,42.7177578,,,1,,,0,0,1,1,,,1,2
23.3406,42.7190329,,2,,,,0,1,1,2,,,2,4
23.3406,42.7190329,,,1,,,0,1,0,1,,,1,3
23.3421913,42.7276457,,1,1,,,0,1,1,2,,,2,5
23.3297941,42.7065136,,,1,,,0,1,0,1,,,1,2
23.3338382,42.723625,,1,,,,0,1,0,1,,,1,4
23.3421913,42.7276457,,2,,,,0,2,0,2,,,2,6
23.1572474783725,42.7003491567204,,1,,,,0,0,1,1,,,1,3
23.3421913,42.7276457,1,2,1,,2,0,1,1,2,,,4,12
23.1501542703312,42.6978302884159,,,1,,,0,0,1,1,,,1,4
23.3424126,42.7183305,,2,3,,3,0,1,0,1,,1,5,9
23.3449696795767,42.7198934450406,,1,,,,0,0,1,1,,,1,4
23.3373988,42.7205446,,1,1,,,0,0,1,1,,1,2,4
23.3457663,42.7176038,,,1,,,0,0,1,1,,,1,1
23.3357362,42.72076,,1,3,,2,0,1,0,1,,1,4,8
23.1486359045942,42.697305913833,,2,,,,0,1,1,2,,,2,6
23.3352707,42.7209104,,,1,,,0,1,0,1,,,1,7
23.3456177602177,42.7209593739596,,1,1,,,0,1,1,2,,,2,7
23.3352707,42.7209104,,1,2,,1,0,0,2,2,,,3,14
23.3121689720831,42.7727048757227,,1,,,,0,1,0,1,,,1,6
23.3424126,42.7183305,,1,,,,0,1,0,1,,,1,1
23.3130124311177,42.7759956093125,,,1,,,0,1,0,1,,,1,1
23.3432445,42.7260755,,,1,,,0,1,0,1,,,1,3
23.4290356295935,42.6733608600214,,,1,,,0,1,0,1,,,1,4
23.3457663,42.7176038,,,1,,,0,0,1,1,,,1,1
23.3378839672243,42.7237956444415,,,1,,,0,0,1,1,,,1,4
23.3406,42.7190329,,,1,,,0,0,1,1,,,1,2
23.3388794346239,42.7277892574215,1,,,,,0,0,1,1,,,1,2
23.5610050940159,42.7312388760722,,1,,,,0,0,1,1,,,1,1
23.3860054,42.6896193,,,1,,,0,1,0,1,,,1,4
23.5324382045008,42.723879580644,,1,,,,0,0,1,1,,,1,4
23.3876342,42.6896333,,,1,,,0,1,0,1,,,1,2
23.559274845966,42.7324475119021,,1,,,,0,0,1,1,,,1,1
23.3876342,42.6896333,,,1,,,0,1,0,1,,,1,2
23.5632250090962,42.764743571218,,1,,,,0,1,0,1,,,1,1
23.3855093,42.6896841,,,1,,,0,1,0,1,,,1,1
23.6064938250749,42.7519731042223,,1,,,,0,0,1,1,,,1,1
23.5692689818917,42.7670348725345,,1,,,,0,0,1,1,,,1,3
23.3857793,42.6896414,,,1,,,0,1,0,1,,,1,4
23.5612912346468,42.7669686848342,,,1,,,0,0,1,1,,,1,1
23.2739628289992,42.7829926542807,,1,,,,0,1,0,1,,,1,3
23.3860054,42.6896193,,,1,,,0,1,0,1,,,1,4
23.2667130758841,42.7863402434487,,1,,,,0,1,0,1,,,1,3
23.3365138,42.7233093,,2,,,,0,2,0,2,,,2,4
23.2400429398038,42.7705484336517,,1,,,,0,1,0,1,,,1,8
23.3343817,42.7235878,,2,,,1,0,1,0,1,,,2,10
23.2666599016617,42.7846295484164,,,1,,,0,0,1,1,,,1,1
23.3357362,42.72076,,2,1,,2,0,1,0,1,,,3,5
23.307721563992,42.7924642298474,,2,,,,0,2,0,2,,,2,5
23.3349199,42.7212656,,,1,,,0,0,1,1,,,1,1
23.299551790509,42.7918205237153,,1,,,,0,1,0,1,,,1,2
23.3346875,42.7213093,,1,,,,0,1,0,1,,,1,2
23.4062845401108,42.7669650393197,,,1,,,0,1,0,1,,,1,1
23.3810046,42.6908635,,,1,,,0,1,0,1,,,1,3
23.4075782534697,42.7683940236205,,,1,,,0,0,1,1,,,1,1
23.3810046,42.6908635,,1,,,,0,1,0,1,,,1,1
23.4526587820792,42.7938861001633,,,1,,,0,1,0,1,,,1,3
23.3812363,42.6908737,,,1,,,0,1,0,1,,,1,3
23.3864027,42.6895367,,,1,,,0,1,0,1,,,1,6
23.4053694566898,42.766834274141,,1,,,,0,1,0,1,,,1,4
23.3843066,42.6891097,,1,,,,0,1,0,1,,,1,3
23.3843066,42.6891097,,1,,,,0,1,0,1,,,1,2
23.3813807245711,42.7821367299786,,,1,,,0,0,1,1,,,1,2
23.3843066,42.6891097,,1,,,,0,0,1,1,,,1,2
23.4048767873652,42.8017770036189,,,1,,,0,1,0,1,,,1,1
23.386897,42.6894173,,,1,,,0,0,1,1,,,1,8
23.3860054,42.6896193,,1,,,,0,0,1,1,,,1,5
23.3860054,42.6896193,,,1,,,0,1,0,1,,,1,5
23.5583954734438,42.7341995263219,,,1,,,0,0,1,1,,,1,6
23.3860054,42.6896193,,1,,,,0,1,0,1,,,1,6
23.3831752883253,42.7810931654708,,1,,,,0,1,0,1,,,1,5
23.3855093,42.6896841,,,1,,,0,1,0,1,,,1,6
23.3949278662565,42.7852335736354,,1,,,,0,0,1,1,,,1,2
23.3864027,42.6895367,,,1,,,0,1,0,1,,,1,2
23.386897,42.6894173,,,1,,,0,1,0,1,,,1,4
23.4072617192923,42.6268087514288,,1,,,,0,0,1,1,,,1,4
23.386897,42.6894173,,,1,,,0,0,1,1,,,1,7
23.3860978,42.6893623,,,1,,,0,1,0,1,,,1,4
23.380898,42.6915284,,,1,,,0,1,0,1,,,1,6
23.2506610592136,42.817211806183,,1,,,,0,0,1,1,,,1,5
23.2400189735424,42.6642801431186,,1,3,,1,0,0,2,2,,1,4,7
23.3811897,42.6896789,,,2,,,0,1,1,2,,,2,8
23.4056949144321,42.6287721240138,,2,1,,1,0,0,2,2,,,3,10
23.3820636,42.6907396,,1,,,,0,1,0,1,,,1,1
23.4355370343629,42.7504230503052,,,1,,,0,0,1,1,,,1,1
23.3860978,42.6893623,,,1,,,0,0,1,1,,,1,3
23.385586,42.6889314,,1,,,,0,0,1,1,,,1,1
23.4101987427821,42.6333684143098,,,1,,,0,0,1,1,,,1,1
23.3811897,42.6896789,,,1,,,0,1,0,1,,,1,3
23.3811897,42.6896789,,,1,,,0,1,0,1,,,1,2
23.3811897,42.6896789,,,2,,,0,1,1,2,,,2,5
23.4032527792534,42.7722514330181,,,2,,,0,0,2,2,,,2,6
23.3812363,42.6908737,,,1,,,0,1,0,1,,,1,2
23.3847277,42.689064,,2,,,,0,2,0,2,,,2,7
23.4280698194056,42.7575336226389,,,1,,,0,0,1,1,,,1,1
23.3847277,42.689064,,1,,,,0,1,0,1,,,1,5
23.385586,42.6889314,,,1,,,0,0,1,1,,,1,1
23.2437778261589,42.7537665852681,,1,,,,0,1,0,1,,,1,4
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,5
23.3458911,42.7299713,,,1,,,0,1,0,1,,,1,3
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,1
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,5
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,5
23.4010684292954,42.6230497349931,,1,,,,0,1,0,1,,,1,6
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,1
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,4
23.2333176005743,42.6706450124796,,1,1,,,0,0,2,2,,,2,8
23.2486046069654,42.8204300086903,,,1,,,0,0,1,1,,,1,3
23.2644294672256,42.8543972524148,,1,,,,0,0,1,1,,,1,1
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,2
23.4036916098152,42.6279155320454,,1,,,,0,1,0,1,,,1,4
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,4
23.4120590585455,42.6274095502072,,3,,,,0,3,0,3,,,3,10
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,3
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,3
23.3330291,42.7212866,,1,,,,0,0,1,1,,,1,1
23.3473478,42.7137965,,,1,,,0,1,0,1,,,1,4
23.3095277412718,42.7067138380484,,1,1,,,0,1,0,1,,1,2,6
23.3480711,42.7190666,,,1,,,0,0,1,1,,,1,1
23.3322815,42.720731,,1,,,,0,0,1,1,,,1,1
23.3322815,42.720731,,1,,,,0,0,1,1,,,1,3
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,5
23.3073921280238,42.7055757217058,,,1,,,0,1,0,1,,,1,3
23.3484526,42.718834,,,1,,,0,0,1,1,,,1,1
23.3484526,42.718834,,,1,,,0,0,1,1,,,1,1
23.2499991033579,42.6579723665112,,,1,,,0,0,1,1,,,1,2
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,3
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,3
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,4
23.3458911,42.7299713,,,1,,,0,1,0,1,,,1,1
23.3457343,42.7294546,,,1,,,0,1,0,1,,,1,7
23.3499842,42.716768,,1,,,,0,0,1,1,,,1,2
23.3373332,42.7261487,,1,1,,,0,0,1,1,,1,2,4
23.2988129398557,42.7011036452972,,1,,,,0,1,0,1,,,1,5
23.3169466,42.709324,14,,3,13,,0,0,1,1,,3,17,34
23.3009685577674,42.7080573219658,,,1,,,0,0,1,1,,,1,2
23.3457343,42.7294546,,1,,,,0,1,0,1,,,1,4
23.3001812979552,42.7009769617058,,1,1,,,0,2,0,2,,,2,6
23.3442211,42.7128348,,1,,,,0,1,0,1,,,1,4
23.3331136,42.7213597,1,,,,,0,0,1,1,,,1,3
23.3331136,42.7213597,,,1,,,0,1,0,1,,,1,2
23.2639907338015,42.6940170547665,,,1,,,0,1,0,1,,,1,4
23.3321257,42.72046,,1,,,,0,1,0,1,,,1,3
23.2737436366825,42.6948623696504,,1,,,,0,1,0,1,,,1,3
23.3504681,42.7164345,,,1,,,0,1,0,1,,,1,1
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,4
23.284434065065,42.8246198897951,,,1,,,0,1,0,1,,,1,4
23.2504156835708,42.649675185498,1,,,,,0,0,1,1,,,1,3
23.3508321,42.7167514,,1,,,,0,1,0,1,,,1,5
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,2
23.2708217553129,42.6451255818881,,1,,,,0,0,1,1,,,1,5
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,3
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,4
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,1
23.3373332,42.7261487,,2,,,,0,0,2,2,,,2,10
23.3458911,42.7299713,,1,,,,0,1,0,1,,,1,6
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,4
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,6
23.3471141,42.7137869,,,1,,,0,0,1,1,,,1,1
23.3464138,42.7219081,,,1,,,0,1,0,1,,,1,1
23.3470484,42.7217437,,1,1,,,0,2,0,2,,,2,4
23.3470484,42.7217437,,,1,,,0,0,1,1,,,1,4
23.3475996,42.7149577,,,1,,,0,1,0,1,,,1,1
23.3423066,42.7176266,,,4,,3,0,0,1,1,,,4,12
23.260237190925,42.6626748742025,,2,1,,1,0,1,1,2,,,3,6
23.3464138,42.7219081,,,1,,,0,1,0,1,,,1,1
23.351167,42.7162782,,1,1,,,0,1,0,1,,1,2,6
23.3520617,42.7168113,,,1,,,0,1,0,1,,,1,1
23.3091491917875,42.6548688943008,,,1,,,0,0,1,1,,,1,2
23.3520617,42.7168113,,,1,,,0,0,1,1,,,1,1
23.3446972,42.7165985,,,1,,,0,0,1,1,,,1,1
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,2
23.347503,42.7173076,,,1,,,0,0,1,1,,,1,1
23.359149828764,42.8214428186224,,,1,,,0,1,0,1,,,1,2
23.3458911,42.7299713,,1,,,,0,0,1,1,,,1,2
23.3458911,42.7299713,,,1,,,0,0,1,1,,,1,4
23.3423066,42.7176266,,1,2,,1,0,2,0,2,,,3,9
23.3472116,42.7135332,,1,,,,0,1,0,1,,,1,2
23.3490378982368,42.8143374759388,,1,,,,0,0,1,1,,,1,1
23.3430051410123,42.722114704061,,,1,,,0,1,0,1,,,1,1
23.3576867227857,42.7179308711375,,,1,,,0,1,0,1,,,1,9
23.3546989787367,42.7176170484237,,,1,,,0,0,1,1,,,1,2
23.3790086,42.6928536,,1,,,,0,1,0,1,,,1,2
23.3313876480759,42.7033775078445,,1,1,,1,0,0,1,1,,,2,6
23.3790086,42.6928536,,,1,,,0,1,0,1,,,1,3
23.3767895,42.6929316,,1,,,,0,1,0,1,,,1,1
23.3476863969274,42.7356263344158,,,1,,,0,1,0,1,,,1,3
23.3510229449208,42.7447462163677,,1,,,,0,1,0,1,,,1,3
23.3767895,42.6929316,,,2,,,0,2,0,2,,,2,11
23.3419855536971,42.7180759865719,,2,1,,1,0,2,0,2,,,3,8
23.3767895,42.6929316,,,1,,,0,0,1,1,,,1,3
23.3362524221546,42.6291838227234,,1,,,,0,0,1,1,,,1,2
23.3779585,42.6927364,,1,1,,,0,2,0,2,,,2,14
23.335464429991,42.7366004444713,,1,,,,0,1,0,1,,,1,5
23.3291004,42.7061416,,1,1,,1,0,0,1,1,,,2,4
23.3444763,42.7163483,,,1,,,0,1,0,1,,,1,4
23.3779585,42.6927364,,,1,,,0,1,0,1,,,1,9
23.3779585,42.6927364,,,1,,,0,1,0,1,,,1,5
23.3671497570049,42.7033102036241,,1,1,,,0,1,1,2,,,2,7
23.3779585,42.6927364,,,1,,,0,1,0,1,,,1,1
23.380882426896,42.7031330356067,,,2,,,0,1,0,1,,1,2,2
23.3421645,42.7282596,,1,,,,0,0,1,1,,,1,2
23.3723865277453,42.7020246602302,,1,2,,1,0,1,0,1,,1,3,7
23.2998083586463,42.7287817818404,,,1,,,0,0,1,1,,,1,4
23.3817275,42.6920214,,,1,,,0,1,0,1,,,1,4
23.3424877,42.7282388,,1,,,,0,0,1,1,,,1,2
23.3421645,42.7282596,,,1,,,0,0,1,1,,,1,4
23.3813499,42.6920731,,,1,,,0,1,0,1,,,1,2
23.341003453022,42.6109728944223,,1,,,,0,0,1,1,,,1,2
23.3813499,42.6920731,,,1,,,0,0,1,1,,,1,2
23.3817275,42.6920214,,,1,,,0,1,0,1,,,1,5
23.3180267938647,42.7030198276679,,,2,,1,1,0,0,1,,,2,7
23.3817275,42.6920214,,,1,,,0,1,0,1,,,1,2
23.3024146273338,42.7217401210147,,,3,,,0,0,2,2,,1,3,9
23.3779354,42.6914607,,,1,,,0,0,1,1,,,1,2
23.3779354,42.6914607,,1,,,,0,0,1,1,,,1,2
23.3816812,42.6874484,,,1,,,0,1,0,1,,,1,3
23.3824827,42.6869083,,,1,,,0,1,0,1,,,1,1
23.3824827,42.6869083,,,1,,,0,1,0,1,,,1,3
23.3813818,42.6875128,,,1,,,0,1,0,1,,,1,1
23.3813818,42.6875128,,,1,,,0,1,0,1,,,1,3
23.1934426629117,42.6250282551213,,,2,,,0,2,0,2,,,2,7
23.3813818,42.6875128,,1,,,,0,1,0,1,,,1,4
23.3472923576412,42.8059018523687,,,1,,,0,1,0,1,,,1,2
23.3472818647812,42.8092324700785,,,1,,,0,1,0,1,,,1,1
23.3811328,42.6876878,,1,,,,0,1,0,1,,,1,1
23.334885738653,42.7942632444429,,1,,,,0,0,1,1,,,1,2
23.3868302,42.6867367,,1,,,,0,1,0,1,,,1,7
23.192823350113,42.6276795143773,,1,,,,0,1,0,1,,,1,4
23.3805285,42.6879561,,,1,,,0,1,0,1,,,1,4
23.3805285,42.6879561,,2,,,,0,2,0,2,,,2,6
23.3775780661883,42.8092297520379,,1,,,,0,1,0,1,,,1,5
23.3792794785744,42.8016774228848,,1,,,,0,1,0,1,,,1,2
23.3733406983376,42.8196488090066,1,,,,,0,0,1,1,,,1,1
23.3811328,42.6876878,,,1,,,0,0,1,1,,,1,4
23.3578972605191,42.6915292035719,,1,,,,0,0,1,1,,,1,3
23.3811328,42.6876878,,,1,,,0,1,0,1,,,1,4
23.3841277,42.6891359,,,1,,,0,0,1,1,,,1,4
23.3878808,42.6887561,,,1,,,0,1,0,1,,,1,5
23.3655193815654,42.6895911405615,,,1,,,0,0,1,1,,,1,2
23.3878808,42.6887561,,,1,,,0,1,0,1,,,1,1
23.3878808,42.6887561,,,1,,,0,1,0,1,,,1,4
23.1870012800146,42.705118887954,,1,,,,0,0,1,1,,,1,5
23.3816812,42.6874484,,1,,,,0,1,0,1,,,1,4
23.3797571,42.6901293,,,1,,,0,1,0,1,,,1,5
23.1311233034647,42.7086881132341,,,1,,,0,1,0,1,,,1,1
23.3841277,42.6891359,,,1,,,0,1,0,1,,,1,1
23.3816812,42.6874484,,1,,,,0,1,0,1,,,1,3
23.3816812,42.6874484,,,1,,,0,1,0,1,,,1,1
